Age Group,Theme,Length,Page #,Story Text (Template),Image Prompt (Template),Moral / Lesson,Variables,Mode Minimum Inputs,Mode Optional Inputs
0-1,Friendship & Kindness,20,13,Page 13: {hero_name} experiences return home.,"Illustration of {hero_name}, {hero_description}, in scene 'return home', bright whimsical storybook style, soft watercolour textures, rounded shapes, expressive faces, warm and inviting lighting",Kindness makes the world brighter,"hero_name, hero_description, friend_name, friend_name_description, setting, animal_type, guardian_creature, favourite_food, pet_name, dream_goal","hero_name, photo","friend_name, favourite_food, pet_name, animal_type, guardian_creature, dream_goal"
0-1,Friendship & Kindness,20,14,Page 14: {hero_name} experiences reflection.,"Illustration of {hero_name}, {hero_description}, in scene 'reflection', bright whimsical storybook style, soft watercolour textures, rounded shapes, expressive faces, warm and inviting lighting",Kindness makes the world brighter,"hero_name, hero_description, friend_name, friend_name_description, setting, animal_type, guardian_creature, favourite_food, pet_name, dream_goal","hero_name, photo","friend_name, favourite_food, pet_name, animal_type, guardian_creature, dream_goal"
0-1,Friendship & Kindness,20,15,Page 15: {hero_name} experiences lesson learned.,"Illustration of {hero_name}, {hero_description}, in scene 'lesson learned', bright whimsical storybook style, soft watercolour textures, rounded shapes, expressive faces, warm and inviting lighting",Kindness makes the world brighter,"hero_name, hero_description, friend_name, friend_name_description, setting, animal_type, guardian_creature, favourite_food, pet_name, dream_goal","hero_name, photo","friend_name, favourite_food, pet_name, animal_type, guardian_creature, dream_goal"
0-1,Friendship & Kindness,20,16,Page 16: {hero_name} experiences hero introduction.,"Illustration of {hero_name}, {hero_description}, in scene 'hero introduction', bright whimsical storybook style, soft watercolour textures, rounded shapes, expressive faces, warm and inviting lighting",Kindness makes the world brighter,"hero_name, hero_description, friend_name, friend_name_description, setting, animal_type, guardian_creature, favourite_food, pet_name, dream_goal","hero_name, photo","friend_name, favourite_food, pet_name, animal_type, guardian_creature, dream_goal"
0-1,Friendship & Kindness,20,17,Page 17: {hero_name} experiences friend introduction.,"Illustration of {hero_name}, {hero_description}, in scene 'friend introduction', bright whimsical storybook style, soft watercolour textures, rounded shapes, expressive faces, warm and inviting lighting",Kindness makes the world brighter,"hero_name, hero_description, friend_name, friend_name_description, setting, animal_type, guardian_creature, favourite_food, pet_name, dream_goal","hero_name, photo","friend_name, favourite_food, pet_name, animal_type, guardian_creature, dream_goal"
0-1,Friendship & Kindness,20,18,Page 18: {hero_name} experiences setting off on journey.,"Illustration of {hero_name}, {hero_description}, in scene 'setting off on journey', bright whimsical storybook style, soft watercolour textures, rounded shapes, expressive faces, warm and inviting lighting",Kindness makes the world brighter,"hero_name, hero_description, friend_name, friend_name_description, setting, animal_type, guardian_creature, favourite_food, pet_name, dream_goal","hero_name, photo","friend_name, favourite_food, pet_name, animal_type, guardian_creature, dream_goal"
0-1,Friendship & Kindness,20,19,Page 19: {hero_name} experiences first challenge.,"Illustration of {hero_name}, {hero_description}, in scene 'first challenge', bright whimsical storybook style, soft watercolour textures, rounded shapes, expressive faces, warm and inviting lighting",Kindness makes the world brighter,"hero_name, hero_description, friend_name, friend_name_description, setting, animal_type, guardian_creature, favourite_food, pet_name, dream_goal","hero_name, photo","friend_name, favourite_food, pet_name, animal_type, guardian_creature, dream_goal"
0-1,Friendship & Kindness,20,20,Page 20: {hero_name} experiences finding clue.,"Illustration of {hero_name}, {hero_description}, in scene 'finding clue', bright whimsical storybook style, soft watercolour textures, rounded shapes, expressive faces, warm and inviting lighting",Kindness makes the world brighter,"hero_name, hero_description, friend_name, friend_name_description, setting, animal_type, guardian_creature, favourite_food, pet_name, dream_goal","hero_name, photo","friend_name, favourite_food, pet_name, animal_type, guardian_creature, dream_goal"
0-1,Friendship & Kindness,30,1,Page 1: {hero_name} experiences hero introduction.,"Illustration of {hero_name}, {hero_description}, in scene 'hero introduction', bright whimsical storybook style, soft watercolour textures, rounded shapes, expressive faces, warm and inviting lighting",Kindness makes the world brighter,"hero_name, hero_description, friend_name, friend_name_description, setting, animal_type, guardian_creature, favourite_food, pet_name, dream_goal","hero_name, photo","friend_name, favourite_food, pet_name, animal_type, guardian_creature, dream_goal"
0-1,Friendship & Kindness,30,2,Page 2: {hero_name} experiences friend introduction.,"Illustration of {hero_name}, {hero_description}, in scene 'friend introduction', bright whimsical storybook style, soft watercolour textures, rounded shapes, expressive faces, warm and inviting lighting",Kindness makes the world brighter,"hero_name, hero_description, friend_name, friend_name_description, setting, animal_type, guardian_creature, favourite_food, pet_name, dream_goal","hero_name, photo","friend_name, favourite_food, pet_name, animal_type, guardian_creature, dream_goal"
0-1,Friendship & Kindness,30,3,Page 3: {hero_name} experiences setting off on journey.,"Illustration of {hero_name}, {hero_description}, in scene 'setting off on journey', bright whimsical storybook style, soft watercolour textures, rounded shapes, expressive faces, warm and inviting lighting",Kindness makes the world brighter,"hero_name, hero_description, friend_name, friend_name_description, setting, animal_type, guardian_creature, favourite_food, pet_name, dream_goal","hero_name, photo","friend_name, favourite_food, pet_name, animal_type, guardian_creature, dream_goal"
0-1,Friendship & Kindness,30,4,Page 4: {hero_name} experiences first challenge.,"Illustration of {hero_name}, {hero_description}, in scene 'first challenge', bright whimsical storybook style, soft watercolour textures, rounded shapes, expressive faces, warm and inviting lighting",Kindness makes the world brighter,"hero_name, hero_description, friend_name, friend_name_description, setting, animal_type, guardian_creature, favourite_food, pet_name, dream_goal","hero_name, photo","friend_name, favourite_food, pet_name, animal_type, guardian_creature, dream_goal"
0-1,Friendship & Kindness,30,5,Page 5: {hero_name} experiences finding clue.,"Illustration of {hero_name}, {hero_description}, in scene 'finding clue', bright whimsical storybook style, soft watercolour textures, rounded shapes, expressive faces, warm and inviting lighting",Kindness makes the world brighter,"hero_name, hero_description, friend_name, friend_name_description, setting, animal_type, guardian_creature, favourite_food, pet_name, dream_goal","hero_name, photo","friend_name, favourite_food, pet_name, animal_type, guardian_creature, dream_goal"
0-1,Friendship & Kindness,30,6,Page 6: {hero_name} experiences overcoming obstacle.,"Illustration of {hero_name}, {hero_description}, in scene 'overcoming obstacle', bright whimsical storybook style, soft watercolour textures, rounded shapes, expressive faces, warm and inviting lighting",Kindness makes the world brighter,"hero_name, hero_description, friend_name, friend_name_description, setting, animal_type, guardian_creature, favourite_food, pet_name, dream_goal","hero_name, photo","friend_name, favourite_food, pet_name, animal_type, guardian_creature, dream_goal"
0-1,Friendship & Kindness,30,7,Page 7: {hero_name} experiences meeting a helper.,"Illustration of {hero_name}, {hero_description}, in scene 'meeting a helper', bright whimsical storybook style, soft watercolour textures, rounded shapes, expressive faces, warm and inviting lighting",Kindness makes the world brighter,"hero_name, hero_description, friend_name, friend_name_description, setting, animal_type, guardian_creature, favourite_food, pet_name, dream_goal","hero_name, photo","friend_name, favourite_food, pet_name, animal_type, guardian_creature, dream_goal"
0-1,Friendship & Kindness,30,8,Page 8: {hero_name} experiences learning something new.,"Illustration of {hero_name}, {hero_description}, in scene 'learning something new', bright whimsical storybook style, soft watercolour textures, rounded shapes, expressive faces, warm and inviting lighting",Kindness makes the world brighter,"hero_name, hero_description, friend_name, friend_name_description, setting, animal_type, guardian_creature, favourite_food, pet_name, dream_goal","hero_name, photo","friend_name, favourite_food, pet_name, animal_type, guardian_creature, dream_goal"
0-1,Friendship & Kindness,30,9,Page 9: {hero_name} experiences approaching main goal.,"Illustration of {hero_name}, {hero_description}, in scene 'approaching main goal', bright whimsical storybook style, soft watercolour textures, rounded shapes, expressive faces, warm and inviting lighting",Kindness makes the world brighter,"hero_name, hero_description, friend_name, friend_name_description, setting, animal_type, guardian_creature, favourite_food, pet_name, dream_goal","hero_name, photo","friend_name, favourite_food, pet_name, animal_type, guardian_creature, dream_goal"
